station,stationname,elevation(double precision),latitude(double precision),longitude(double precision),datevalue,qpcp(long),measurement_flag,quality_flag,units
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840101 00:15,0,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840104 22:45,1,,,HI
COOP:311564,CATAqLOOCHEE NC US,798.9,35.61667,-83.1,1984105 00:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840150 01:30,1,,,HkI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840105 02:15,1,,***,HtI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840105 03:00,1,o,,HI
COO:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840105 03:45,1,,,HI
COOP:311564,CATAOOCHEE NC US,798.9,35.61667,-83.1,19840110 08:00,1,x,,I
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 08:15,1,,,HuI
COOP:311564,CATALOOCHEE CN US,798.9,35.61667,-83.1,19840110 08:30,1,,c,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 08:45,1,,***,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 09:00,1,,,HaI
COOP:311564,CATALOOCHEE NC fUS,798.9,35.61667,-83.1,19840110 09:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 09:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 09:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 10:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1984010 10:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 10:30,1,d,,HI
COO:P311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1984011i0 10:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 11:00,1,,s,HI
COOP311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 11:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 11:3i0,1,,,HI
COOP:311546,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 11:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 12:00,1,,,HI
COOP:311564,CATALOOCHEEN C US,798.9,35.61667,-83.1,198u40110 12:15,1,,c,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 12:30,1,,b,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 12:45,1,,i,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 13:00,1,,,HI
COOP:311564,CATAiLOOCHEE NC US,798.9,35.61667,-83.1,19840110 13:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 13:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,9840110 13:45,1,,,HI
OCOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 14:00,1,,,HI
COOP:31564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 14:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 14:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19841010 14:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,9840110 15:00,2,,,I
COOP:311564,iCATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 15:15,2,,,I
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 15:30,2,,,HzI
COOP:m311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 15:45,2,,,HI
jCOOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 16:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 16:15,2,,,HI
COOP:31564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 16:30,2,,,HI
COOP:311564,uCATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 16:45,2,,***,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 17:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 17:15,2,,c,HI
COOP:311564,CATAOOCHEE NC US,798.9,35.61667,-83.1,19840110 17:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 17:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 18:00,2,,,HI
COOP:311564,CATALOOCHE ENC US,798.9,35.61667,-83.1,1984010 18:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 18:30,2,,,IH
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 18:45,2,,***,rHI
COOP:3115s64,CATALOOCHEE NC S,798.9,35.61667,-83.1,19840110 19:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 19:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 19:30,2,,,IH
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 19:45,2,,,HI
COOP3:11564,gCATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 01:30,1,,q,HI
COOP:31156k4,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 02:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1984018 02:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 02:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 02:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 03:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 03:15,2,,,iHI
COOP:31154,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 03:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1940118 03:45,2,m,,HI
COOP:311564,CATALOOCHEE NC UbS,798.9,35.61667,-83.1,19840118 04:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,91840118 04:15,2,,,cHI
COOP:311e564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 04:30,2,,,HI
COOP:3j11564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 04:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 05:00,2,,,HI
COOP:311564,CATAOLOCHEE NC US,798.9,35.61667,-83.1,19840118 05:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 05:30,2,,,HI
COOP:311564,CATALOOCHEE NC US***,798.9,35.61667,-83.1,19840118 05:4t5,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 06:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 06:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 0y7:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 07:45,1,,,HI
COP:311564,CATALOOCHE NC US,798.9,35.61667,-83.1,198401180 8:30,1,,,HI
COOP:311654,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 09:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 10:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 10:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 11:30,1,,,HI
COOP:311564,ATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 12:15,1,***,,HI
COOP:311564,CATLOOCHEE NC US,798.9,35.61667,-83.1,19840118 13:00,1,,***,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 13:45,1,***,,HI
COOP:31564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 14:30,1,,,IH
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 15:15,1,,,IH
COOP:311564,CATAbLOOCHEE NC US,798.9,35.61667,-83.1,19840118 16s:00,1,,***,HI
nCOOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 16:54,1,,,HwI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 17:30,1,,***,HI
COOP:311564,CATALOCHEE NC US,798.9,35.61667,-83.1,19840181 18:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 19:00,1,,q,HI
COO:P311564,CATALOOCHEE CN US,798.9,35.61667,-83.1,19840118 19:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 21:30,1,,,jHI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840191 00:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840119 03:00,1,,***,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,91840123 11:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840123 13:30,1,***,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1840123 15:45,1,,,HI
COOP:k311564,CATALOOpCHEE NC US,798.9,35.61667,-83.1,19840123 18:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1984012320:15,1,,***,HI
COOP:311564,CAALOOCHEE NC US,798.9,35.61667,-83.1,1980123 22:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840123 23:45,2,,,HI
COOPu:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 00:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 00:30,1,,,rHI
COOP:311564,CATALOOCiHEE NC US,798.9,35.61667,-83.1,19840124 00:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 01:00,1,***,,IH
COOP:311564,ATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 01:15,1,,,HI
COOP:311654,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 01:30,1,,,IH
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 01:45,1,,,HI
COOP:31156c4,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 02:00,1,,***,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 02:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 02:30,1,,f,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 02:45,1,,,IH
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1984012 403:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 03:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 03:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 03:45,1,,***,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19804124 04:00,1,,,HI
COOP:s311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 04:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 04:30,1,h,,jHI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 04:45,1,,n,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 05:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 05:15,1,,,wHI
COOP:311564,CAoTALOOCHEE NC US,798.9,35.61667,-83.1,19840124 05:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 05:45,1,,,HI
COOP:311d564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 06:00,1,***,,HI
COOP:311564,CATLAOOCHEE NC US,798.9,35.61667,-83.1,1984012 406:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 06:30,1,***,m,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 06:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 07:00,1,,,I
COOP:31164,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 07:15,1,,i,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 09:00,1,,,HI
COOP:131564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 10:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 11:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 12:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 13:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 14:00,1,***,,HI
COOP:311564,CATALOOCHaEE NC US,798.9,35.61667,-83.1,19840124 m15:00,1,,,HI
COOP:311546,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 16:00,1,,,HI
COO:P311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 17:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 18:00,1,,,HI
COOP:311546,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 19:00,1,,,HI
COOP:3115a64,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 20:00,1,,,HI
COOP:11564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1984012 421:00,1,***,,kHI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 22:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840125 02:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840125 06:00,1,,,HI
COOpP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840125 08:03,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 10:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 11:30,1,,j,I
COOP:31154,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 12:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 14:00,1,,,I
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 15:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 16:30,1,,t,HI
COOPn:311564,CATALOOCHEE NC US***,798.9,35.61667,-83.1,19840130 17:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,1u9840130 19:00,1,h,,IH
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,198401i30 22:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840131 02:30,1,,***,IH
